hero,ability_name,ability_icon,ability_description,source_url,counter,Weaknesses,Counters (prefered Heros)
Deadpool,DUAL DESERT EAGLES - STRATEGIST,https://r.res.easebar.com/pic/20260114/742f6ca8-600f-484d-8675-bac5d7b3788a.png,"Nobody lays a finger on my teammates! Anyone tries, and I'm firing these big boy bullets straight at their face!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Hawkeye - Piercing Arrow, Hawkeye - Ronin Slash, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark,",,
Deadpool,PWNAGE POUND,https://r.res.easebar.com/pic/20260116/8480f602-9af4-45fd-b52d-1a12f22cb3b8.png,"You! Yeah, you - the hyper one! Eyes off my friends. I sentence you to...whatever! Get ready to be taunted. I get bonus HP and healing, and if you whiff your abilities, you take damage, and I get even more HP!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, Iron Fist - Dragon's Defense, Rocket Raccoon - B.R.B., Loki - Regeneration Domain,",,
Deadpool,BOUNCING BOBBLEHEAD - STRATEGIST,https://r.res.easebar.com/pic/20260116/5d99dd32-9db1-4810-8b0d-6b760db4bdf7.png,"Plushie power! It stops every single attack those chumps throw, giving my team a safety bubble. It's cute AND bulletproof",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,HEALING HOP,https://r.res.easebar.com/pic/20260114/ed8221fc-11a3-48a6-bfe8-03d37528203a.png,"Yup, I can double jump in midair! During The Big Test and its upgrade, I can also stomp heads and wall jump to reset its cooldown. Stomp enemies so hard they won't get near my team!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Emma Frost - Carbon Crush, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Storm - Omega Hurricane, Storm - Goddess Boost, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Deadpool,HEALING FACTOR,https://r.res.easebar.com/pic/20260114/0ef403ed-dc90-4200-9d01-f46dc30be7e7.png,"Out of combat? I'm healing up, staying battle-ready to protect my team. And if I'm about to croak? Surprise! I get a free pass, and my health zooms back up. Nice try, villains",https://www.marvelrivals.com/20260115/41360_1281973.html,"Blade - Daywalker Dash, Moon Knight - Hand of Khonshu, Human Torch - Supernova,",,
Deadpool,MAXIMUM FLAIR,https://r.res.easebar.com/pic/20260114/aef6ba6f-d996-4c2d-ba9e-ef34a0cc9ddc.png,"Listen up, eyes on the prize, don't wander off! Every time my abilities land on a bad guy, the style points shoot up a notch! When it's full, I can pop my ultimate! With me on the team, you're all staying alive and fabulous!",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,UPGRADE!,https://r.res.easebar.com/pic/20260114/18700c8d-3453-49d2-8da7-622b77e22dae.png,"I'm here to smack baddies, get XP, and shield my friends! When my XP is full, I get to upgrade an ability! Bonus: Score the final hit and force your foe into a selfieâmore XP for me! I'm invincible while striking my best duckface. No photobombs!",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,DEADPOOL IN YOUR AREA - STRATEGIST,https://r.res.easebar.com/pic/20260114/fa941747-fc9e-4138-af71-9dc6b0fc6a54.png,"Want to hurt my team? Good luck! I hit you with a taunt, mess up your vision, and burn your health nonstop! Best part: my swords and guns go full turbo for the duration. Blink and you'll miss it",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,KICK@$$ KATANA - STRATEGIST,https://r.res.easebar.com/pic/20260114/e091b58b-f4c4-4094-9076-5aa489f85ec6.png,Protecting my team means my katanas go full savage. No mercy for the baddies!,https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,FINAL EXAM,https://r.res.easebar.com/pic/20260116/cb9139a3-04c0-41b5-ad70-114a5e5baef5.png,"Wake the #!&% up, hero! We've got a game to win! Speed and healing buffs for starters, bonus Healing Hijinks for me, and extra HP for me and my nearby friends. Hit enough baddies with the right abilities exactly as I ask, and you unlock mega speed and healing, plus reset my Healing Factor cooldown!. Team protection mode: activated!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Mantis - Spore Slumber, Luna Snow - Ice Arts, Black Widow - Edge Dancer, Emma Frost - Psionic Seduction, Winter Soldier - Tainted Voltage, Storm - Omega Hurricane, Storm - Goddess Boost, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Deadpool,HEALING HIJINKS - STRATEGIST,https://r.res.easebar.com/pic/20260114/cbd80a74-aafa-46b2-96c8-645bb247f439.png,"Try getting to my teammates, I dare you! My dash slash knocks fools down, and if I hit, I get to do it again. Up to three times, baby!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Emma Frost - Carbon Crush, The Thing - Yancy Street Charge, Human Torch - Supernova, Iron Fist - Yat Jee Chung Kuen, Namor - Horn of Proteus, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Deadpool,HEALING HOP,https://r.res.easebar.com/pic/20260114/d86afade-9135-4cbd-87d0-18d484cf7556.png,"Yup, I can double jump in midair! During Final Exam and its upgrade, I can also stomp heads and wall jump to reset its cooldown. Stomp enemies so hard they won't get near my team!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Emma Frost - Carbon Crush, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Peni Parke r - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Deadpool,HEALING FACTOR,https://r.res.easebar.com/pic/20260114/257f524b-d3e0-438f-b7cc-01b8a2f7efdc.png,"Out of combat? I'm healing up, staying battle-ready to protect my team. And if I'm about to croak? Surprise! I get a free pass, and my health zooms back up. Nice try, villains",https://www.marvelrivals.com/20260115/41360_1281973.html,"Blade - Daywalker Dash, Moon Knight - Hand of Khonshu, Human Torch - Supernova, Spider-man - Spectacular Spin,",,
Deadpool,MAXIMUM FLAIR,https://r.res.easebar.com/pic/20260114/7f9679be-20c5-48d5-b232-7ba2172b04b9.png,"Listen up, eyes on the prize, don't wander off! Every time my abilities land on a bad guy, the style points shoot up a notch! When it's full, I can pop my ultimate! With me on the team, you're all staying alive and fabulous!",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,UPGRADE!,https://r.res.easebar.com/pic/20260114/d628f429-4396-4fea-89bb-c9367cec8478.png,"I'm here to smack baddies, get XP, and shield my friends! When my XP is full, I get to upgrade an ability! Bonus: Score the final hit and force your foe into a selfieâmore XP for me! I'm invincible while striking my best duckface. No photobombs!",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,DEADPOOL IN YOUR AREA - STRATEGIST,https://r.res.easebar.com/pic/20260114/10363965-15e5-4296-8132-9732627c1c8f.png,"Want to hurt my team? Good luck! I hit you with a taunt, mess up your vision, and burn your health nonstop! Best part: my swords and guns go full turbo for the duration. Blink and you'll miss it",https://www.marvelrivals.com/20260115/41360_1281973.html,"Blade - Daywalker Dash,",,
Deadpool,DUAL DESERT EAGLES - STRATEGIST UPGRADED,https://r.res.easebar.com/pic/20260114/78599d08-a3e3-40a7-a163-59e4135f91f9.png,"I rack up shots, then, BOOM! A mind-blowing bubble bomb for all the enemies. Teammate security: maximum",https://www.marvelrivals.com/20260115/41360_1281973.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Hawkeye - Piercing Arrow, Hawkeye - Ronin Slash, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark,",,
Deadpool,KICK@$$ KATANA - STRATEGIST UPGRADED,https://r.res.easebar.com/pic/20260114/351cd1a6-3b7e-4bd8-93b2-8f672d1528c6.png,"Relax, you've got Deadpool on your side! Swords out, baddies out. My stab hits crit, and a Healing Hop hit makes the next swing a stabby special",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,DEADPOOL IN YOUR AREA - STRATEGIST UPGRADED,https://r.res.easebar.com/pic/20260114/cf86463c-760f-4bbf-9dda-f45465f9872a.png,"Teammates, stay safe! Dummies, look here! It's showtime: I taunt, blind you, and hit warp speed with my swords and guns. Plus, my crew gets a damage reduction buff, so they're basically invincible. Dummies that stick around too long will even have their UI taped over!",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,HEALING HIJINKS - STRATEGIST UPGRADED,https://r.res.easebar.com/pic/20260114/dec06e87-6750-4796-91bf-a77d08cb8ce9.png,"Watch this pro bodyguard in action! I dash forward, nail the bad guy, and bounce in any direction I want. Oh, and I can do this two more times real quick!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Emma Frost - Carbon Crush, The Thing - Yancy Street Charge, Human Torch - Supernova, Black Widow - Edge Dancer, Iron Fist - Yat Jee Chung Kuen, Iron Fist - Dragon's Defense, Iron Fist - Living Chi, Namor - Horn of Proteus, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!,",,
Deadpool,BOUNCING BOBBLEHEAD - STRATEGIST UPGRADED,https://r.res.easebar.com/pic/20260116/a0174fbe-7018-46bf-b960-9b88bbbbf227.png,"My ultra-cool, super shiny, extra huggable, and totally blinged-out plushy. Toss it ahead, and it lands as an invincible sphere of awesomeness! Blocking attacks and keeping my team safe inside our furry fortress",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,FINAL EXAM - UPGRADED,https://r.res.easebar.com/pic/20260116/070f508b-a481-4fb2-8304-46bd0f690137.png,"Hey, player! Warm-up's over, time for the main event! Speed, healing, dashes, for me, and bonus HP for all! Smash enough baddies with the skills I say, and you unlock super buffs(massive speed and healing), plus Healing Factor resets. For some time after, each hit means more HP for the crew and you. Don't mess this up!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Mantis - Spore Slumber, Luna Snow - Ice Arts, Black Widow - Edge Dancer, Emma Frost - Psionic Seduction, Winter Soldier - Tainted Voltage, Storm - Omega Hurricane, Storm - Goddess Boost, Jeff the Land Shark - It's Jeff!, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Deadpool,PWNAGE POUND - UPGRADED,https://r.res.easebar.com/pic/20260116/f6c942a1-e1fd-4360-beda-fc4f62ceb0e0.png,"Upgraded courtroom drama! Congrats, unlucky one! You're my pick; enjoy the taunt! I score bonus health and healing, and you take ongoing damage. If you miss an ability while court is in session, it's a double whammy. You get more pain, AND I get more extra HP! Thanks in advance!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, Iron Fist - Dragon's Defense, Star-Lord - Galactic Legend, Rocket Raccoon - B.R.B., Loki - Regeneration Domain,",,
Rogue,Power Surge Punch,https://r.res.easebar.com/pic/20251212/60a3fc70-a087-4e74-a818-74f20c3764b6.png,Punch forward with both fists,https://www.marvelrivals.com/20251212/41360_1276333.html,"Squirrel Girl - Unbeatable Squirrel Tsunami, Black Widow - Red Room Rifle, Black Widow - Electro-Plasma Explosion, Iron Fist - Dragon's Defense, Hawkeye - Piercing Arrow, Hela - Nightsword Thorn, Peni Parker - Cyber-Web Snare,",,
Rogue,Defensive Stance,https://r.res.easebar.com/pic/20251212/6df4eb8d-f7ba-4808-8680-073c0f1286af.png,Absorb nearby projectiles and reduce incoming damage;absorbed damage powers up your next Southern Brawl,https://www.marvelrivals.com/20251212/41360_1276333.html,"Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Peni Parker - Cyber-Web Snare, Thor - Storm Surge,",,
Rogue,Southern Brawl,https://r.res.easebar.com/pic/20251212/965eb4f6-cddc-4a8d-8c72-8be39286bc1a.png,"While in Defensive Stance, dash forward and slam enemies in front, dealing area damage",https://www.marvelrivals.com/20251212/41360_1276333.html,"The Thing - Yancy Street Charge, Black Cat - Mento-Fish, Squirrel Girl - Squirrel Blockade, Black Widow - Edge Dancer, Namor - Horn of Proteus, Magik - Stepping Discs, Hela - Soul Drainer, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Rogue,Chrono Kick Combo,https://r.res.easebar.com/pic/20251212/f4b1d6b3-447e-47fd-bc18-9585ca699b80.png,"Dash forward and launch the enemy, entering flight; activate again to Knock Down nearby enemies. Your next two Power Surge Punch attacks become ranged, piercing enemies and granting Bonus Health",https://www.marvelrivals.com/20251212/41360_1276333.html,"Emma Frost - Diamond Form, The Thing - Yancy Street Charge, Black Cat - Mento-Fish, The Thing - Unyielding Will, Squirrel Girl - Squirrel Blockade, Black Widow - Edge Dancer, Namor - Horn of Proteus, Winter Soldier - Trooper's Fist, Winter Soldier - Tainted Voltage, Winter Soldier - Bionic Hook, Magik - Stepping Discs, Spider-man - Get Over Here!, Hela - Soul Drainer, Hulk - Incredible Leap, Jeff the Land Shark - Aqua Burst, Peni Parker - Cyber-Web Snare, Thor - Lightning Realm,",,
Rogue,Fatal Attraction,https://r.res.easebar.com/pic/20251212/922413ba-afba-4475-b0f1-97e46caec2a3.png,"Dash forward. Press again to unleash a burst of Chronovium Power, dealing continuous damage to nearby foes; after a delay, the energy retracts, pulling all enemies towards Rogue",https://www.marvelrivals.com/20251212/41360_1276333.html,"Emma Frost - Diamond Form, The Thing - Yancy Street Charge, Black Cat - Mento-Fish, The Thing - Unyielding Will, Squirrel Girl - Squirrel Blockade, Black Widow - Edge Dancer, Hawkeye - Crescent Slash, Namor - Horn of Proteus, Magik - Stepping Discs, Hela - Soul Drainer, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Rogue,Ability Absorption,https://r.res.easebar.com/pic/20251212/20a291b6-507e-4d9b-bd23-b215f1feb887.png,"Dash forward to knock down your target and absorb their energy; after absorbing, replace Ability Absorption with one of their abilities or refresh Fatal Attraction. Also absorb Health and stats based on their role",https://www.marvelrivals.com/20251212/41360_1276333.html,"Phoenix - Telepathic Illusion, The Thing - Yancy Street Charge, Black Cat - Mento-Fish, Namor - Horn of Proteus, Magik - Stepping Discs, Star-Lord - Stellar Shift, Hela - Soul Drainer, Hulk - HULK SMASH!, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Hulk - World Breaker, Jeff the Land Shark - Hide and Seek, The Punisher - Culling Turret, The Punisher - Final Judgement, Peni Parker - Cyber-Web Snare,",,
Rogue,Heartbreaker,https://r.res.easebar.com/pic/20251212/c5ba783e-9ca3-436c-bcaa-a1dc284b6355.png,Continuously absorb Ultimate Ability Energy from nearby enemies and steal stats based on their role,https://www.marvelrivals.com/20251212/41360_1276333.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Mantis - Spore Slumber, Luna Snow - Ice Arts, Angela - Assassin's Charge, Ultron - Rage of Ultron, Psylocke - Dance of the Butterfly, Moon Knight - Hand of Khonshu, Moon Knight - Ancient Ankh, Jeff the Land Shark - It's Jeff!, Rocket Raccoon - C.Y.A., Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Rogue,HEARTS AS ONE,https://r.res.easebar.com/pic/20251212/c5b731bf-5102-4caf-96d1-ba09c16e4e87.png,"Gambit shares kinetic energy with Magneto and Rogue. When Magneto activates this ability, Iron Volley is replaced with Ace Greatsword, which detonates upon striking enemies. The explosion leaves residual kinetic energy within the target, inflicting secondary damage after a brief delay. When Rogue activates the ability, each of her attacks causes a kinetic explosion that damages nearby enemies and heals nearby allies",https://www.marvelrivals.com/20251212/41360_1276333.html,"Blade - Daywalker Dash,",,
Gambit,Kinetic Cards,https://r.res.easebar.com/pic/20251114/803eab7e-6824-40ba-8439-6852d4d13098.png,"Launch three kinetic-charged cards in an arc ahead. Each card detonates on impact, creating a single-target explosion that damages enemies and heals allies",https://www.marvelrivals.com/20251114/41360_1270998.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Hawkeye - Piercing Arrow, Hawkeye - Ronin Slash, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Deadpool - Skill Issue - UPGRADED, Deadpool - SKILL ISSUE, Deadpool - The Ban Hammer, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound, Deadpool - Pwnage Pound - Upgraded,",,
Gambit,Ragin' Royal Flush,https://r.res.easebar.com/pic/20251114/1dca6707-3f6b-48ef-a180-1f2a6f2f0c6c.png,"Lock onto an ally within sight and unleash multiple Aces that heal and Purify. Both enter the Kinetic Transfer state, granting increased Movement Speed and Jump Boost, while enhancing attacks with additional single-target explosive damage and providing the ally with Ultimate Ability Charge Acceleration",https://www.marvelrivals.com/20251114/41360_1270998.html,"Emma Frost - Psionic Seduction, Psylocke - Dance of the Butterfly, Iron Man - Invincible Pulse Cannon, Adam Warlock - Karmic Revival, Adam Warlock - Regenerative Cocoon, Rocket Raccoon - B.R.B., Daredevil - Sonic Pursuit, Daredevil - Let The Devil Out, The Punisher - Justice Sense,",,
Gambit,Cajun Charge,https://r.res.easebar.com/pic/20251114/ac36a353-d40b-4511-a13a-27f14a429c04.png,"Side-step forward with bo staff in hand, dashing a short distance",https://www.marvelrivals.com/20251114/41360_1270998.html,"The Thing - Yancy Street Charge, Black Cat - Mento-Fish, Mister Fantastic - Distended Grip, Black Widow - Edge Dancer, Black Widow - Edge Dancer, Iron Fist - Yat Jee Chung Kuen, Moon Knight - Ancient Ankh, Namor - Horn of Proteus, Winter Soldier - Trooper's Fist, Winter Soldier - Tainted Voltage, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Hela - Soul Drainer, Peni Parker - Cyber-Web Snare,",,
Gambit,Healing Hearts,https://r.res.easebar.com/pic/20251114/6ac2c5f0-a2b1-4c61-9a9d-ad754bf80f8b.png,Conjure a Heart card by consuming one stack of Sleight of Hand to Heal and switch to the Healing Hearts deck,https://www.marvelrivals.com/20251114/41360_1270998.html,"Blade - Daywalker Dash,",,
Gambit,Breaking Spades,https://r.res.easebar.com/pic/20251114/1ef52531-92a7-4f67-8087-c439b12fd268.png,Conjure a Spade card by consuming one stack of Sleight of Hand to gain Damage Boost and switch to the Breaking Spades deck,https://www.marvelrivals.com/20251114/41360_1270998.html,,,
Gambit,Bayou Bash,https://r.res.easebar.com/pic/20251114/c8149d2a-578d-425b-baef-97750a81d644.png,"Channel kinetic energy into the bo staff, then slam it into the ground after a sweeping strike, creating a shockwave that damages nearby enemies and heals allies",https://www.marvelrivals.com/20251114/41360_1270998.html,,,
Gambit,ACE OF ACES,https://r.res.easebar.com/pic/20251114/0e30670c-1902-40f4-94ab-95be6d0bd05b.png,"Gambit charges Magneto's greatsword with kinetic energy. When Magneto activates this ability, Iron Volley is replaced with Ace Greatsword, which detonates upon striking enemies. The explosion leaves residual kinetic energy within the target, inflicting secondary damage after a brief delay",https://www.marvelrivals.com/20251114/41360_1270998.html,,,
Gambit,Bridge Boost,https://r.res.easebar.com/pic/20251114/c698518d-fcb9-49f7-88e4-6a0fdef24189.png,"While Healing Hearts deck is active, trigger Flush Empowerment to card spring and fire a full deck forward. Cards bounce between allies on impact, granting Health and a Healing Boost",https://www.marvelrivals.com/20251114/41360_1270998.html,,,
Gambit,Purifying Pick-Up,https://r.res.easebar.com/pic/20251114/4721ac14-6de6-4a2c-ad41-41f66bcf60ef.png,"While Healing Hearts deck is active, trigger Raise Empowerment to launch a cluster of cards in an arc ahead. Explosions heal nearby allies and Purify them",https://www.marvelrivals.com/20251114/41360_1270998.html,,,
Gambit,Explosive Trick,https://r.res.easebar.com/pic/20251114/fd0e01ed-c52f-47c1-bfcf-cf6f21d7489f.png,"While Breaking Spades deck is active, trigger Flush Empowerment to fire a full set of cards forward. Cards explode on impact, dealing damage while inflicting Reduced Healing",https://www.marvelrivals.com/20251114/41360_1270998.html,"Magik - Stepping Discs, Iron Fist - Dragon's Defense, Loki - Regeneration Domain,",,
Gambit,Bidding Barrage,https://r.res.easebar.com/pic/20251114/5b36fc07-c4e6-496a-9944-efb824adfe0f.png,"While Breaking Spades deck is active, trigger Raise Empowerment to scattering cards in an arc in all directions. Explosions damage enemies and Launch them up",https://www.marvelrivals.com/20251114/41360_1270998.html,"Magik - Stepping Discs, Iron Fist - Dragon's Defense,",,
Daredevil,JUSTICE JAB,https://r.res.easebar.com/pic/20251010/9a0c9bf6-2e70-4a7a-8aac-92e1a9691ecb.png,Swing Billy Clubs forward. Gain Fury on hit,https://www.marvelrivals.com/20251009/41360_1263889.html,"Squirrel Girl - Unbeatable Squirrel Tsunami, Hawkeye - Piercing Arrow, Hawkeye - Blast Arrow, Namor - Aquatic Dominion, Peni Parker - Spider-Sweeper, Peni Parker - Bionic Spider-Nest, Peni Parker - Arachno-Mine, Peni Parker - Cyber-Web Snare,",,
Daredevil,RIGHTEOUS CROSS,https://r.res.easebar.com/pic/20251010/ee03f218-5394-415f-b11a-3a4858128d81.png,Cross your Billy Clubs and surge forward. Gain Fury on hit,https://www.marvelrivals.com/20251009/41360_1263889.html,"The Thing - Yancy Street Charge, Black Cat - Mento-Fish, Namor - Horn of Proteus,",,
Daredevil,OBJECTION!,https://r.res.easebar.com/pic/20251010/0d23a7fb-886a-4f9c-91ef-22eddd0352a9.png,"Whirl billy clubs in a tight guard to block frontal damage and reflect projectiles, becoming immune to all incoming harm during this stance and gain Fury",https://www.marvelrivals.com/20251009/41360_1263889.html,"Namor - Horn of Proteus, Scarlet Witch - Chaos Control?, Scarlet Witch - Reality Erasure, Jeff the Land Shark - It's Jeff!,",,
Daredevil,DEVIL'S LATCH,https://r.res.easebar.com/pic/20251010/39ffe656-8f28-43c4-be3d-cc79ed2df6a5.png,"Fire a grappling line that reels Daredevil and his target toward each other. On completion, gain Fury and temporarily enables Cross Interrogation",https://www.marvelrivals.com/20251009/41360_1263889.html,"The Thing - Yancy Street Charge, Black Cat - Mento-Fish, The Thing - Unyielding Will, Mister Fantastic - Distended Grip, Namor - Horn of Proteus, Magik - Stepping Discs, Iron Fist - Dragon's Defense, Star-Lord - Stellar Shift, Hulk - HULK SMASH!, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Hulk - World Breaker,",,
Daredevil,INFERNAL FURY,https://r.res.easebar.com/pic/20251010/e0e39493-ba93-4947-a38f-7d86f314b48b.png,"Expend Fury to unleash Devil's Chain or Devil's Throw. Devil's Chain converts damage into Bonus Health, while Devil's Throw Slows enemies on hit and temporarily enables Cross Interrogation",https://www.marvelrivals.com/20251009/41360_1263889.html,,,
Daredevil,Sonic Pursuit,https://r.res.easebar.com/pic/20251010/041a40d0-92c7-4a69-9ddd-92af7dbaf73f.png,"Locks onto a target, gaining increased Speed; and Damage Reduction when attacked. While in range, dash to the target, Blinding them and restore Fury",https://www.marvelrivals.com/20251009/41360_1263889.html,"Blade - Daywalker Dash, Phoenix - Telepathic Illusion, Emma Frost - Carbon Crush, The Thing - Yancy Street Charge, Black Cat - Mento-Fish, Squirrel Girl - Squirrel Blockade, Black Widow - Edge Dancer, Black Widow - Electro-Plasma Explosion, Iron Fist - Yat Jee Chung Kuen, Hawkeye - Blast Arrow,Hawkeye - Crescent Slash, Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, Namor - Horn of Proteus, Hela - Soul Drainer, The Punisher - Culling Turret, Thor - Storm Surge,",,
Daredevil,RADAR SENSE,https://r.res.easebar.com/pic/20251010/1dd21aa7-df86-4264-9861-76e20570a272.png,Detect enemy movements within a set radius,https://www.marvelrivals.com/20251009/41360_1263889.html,"Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, The Punisher - Scourge Grenade?,",,
Daredevil,BLIND ASCENT,https://r.res.easebar.com/pic/20251010/ce9cbf4e-0c10-4fbe-bd57-af7eada7b84e.png,Run along walls and spring off them to reposition,https://www.marvelrivals.com/20251009/41360_1263889.html,"Mantis - Spore Slumber, Luna Snow - Ice Arts, Phoenix - Telekinesis Burst, Emma Frost - Carbon Crush, Emma Frost - Crystal Kick, The Thing - Yancy Street Charge, Invisible Woman - Force Physics, Mister Fantastic - Distended Grip, Mister Fantastic - Flexible Elongation, Squirrel Girl - Squirrel Blockade, Iron Fist - Yat Jee Chung Kuen, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Hela - Soul Drainer, Storm - Omega Hurricane, Angela - Assassins Charge, Blade - Daywalker Dash, Winter Soldier - Tainted Voltage, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Daredevil,LET THE DEVIL OUT,https://r.res.easebar.com/pic/20251010/0aa73672-4753-4c5d-9f39-e501bd6dbbae.png,Embrace the Beast within. Enemies in Daredevil's line of sight take damage and suffer a ramping Blind effect. Continually gain Fury while active,https://www.marvelrivals.com/20251009/41360_1263889.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Mantis - Spore Slumber, Luna Snow - Ice Arts, Angela - Assassin's Charge, Ultron - Rage of Ultron, Mister Fantastic - Reflexive Rubber, Psylocke - Dance of the Butterfly, Iron Man - Invincible Pulse Cannon, Moon Knight - Hand of Khonshu, Moon Knight - Ancient Ankh, Namor - Horn of Proteus, Star-Lord - Galactic Legend, Storm - Omega Hurricane, Storm - Goddess Boost, Hulk - HULK SMASH!, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Hulk - World Breaker, Jeff the Land Shark - It's Jeff!, Jeff the Land Shark - Hide and Seek, The Punisher - Culling Turret, Adam Warlock - Karmic Revival, Adam Warlock - Regenerative Cocoon, Rocket Raccoon - C.Y.A., Peni Parker - Spider-Sweeper, Peni Parker - Bionic Spider-Nest, Peni Parker - Arachno-Mine, Peni Parker - Cyber-Web Snare, ","If Daredevil choses to jump the entire team with this ult he's basically asking the entire team to focus him and he usually doesn't walk away from that. As long as you are not alone, all you have to do is look away to gain some sight back and then refocus him to wear him down and make him want to leave.",
Daredevil,BLIND VERDICT,https://r.res.easebar.com/pic/20251010/b101bc7c-3d49-48dc-a02a-7e13cba90108.png,"Daredevil shares the location of his Sonic Pursuit target with The Punisher. At the same time, The Punisher can launch a devil-infused shock grenade to damage and blind enemies",https://www.marvelrivals.com/20251009/41360_1263889.html,,,
Angela,Spear of Ichors,https://r.res.easebar.com/pic/20250911/5a3ec9ee-6a3b-44ac-b64c-ebb34f28c425.png,"Lunge forward with your spear, dealing damage that increases with Attack Charge. At full charge, Spear of Ichor can launch up enemies",https://www.marvelrivals.com/20250911/41360_1258873.html,,,
Angela,Axes Of Ichors,https://r.res.easebar.com/pic/20250911/6e3c4ad4-32a2-4140-83f3-03e236885da2.png,"Alternate powerful strikes forward with twin axes, dealing increased damage as Attack Charge grows. The fourth strike propels you forward in a swift dash",https://www.marvelrivals.com/20250911/41360_1258873.html,,,
